,Unnamed: 0,company,location,dates,job-title,summary,pros,cons,advice-to-mgmt,overall-ratings,work-balance-stars,culture-values-stars,career-opportunities-stars,comp-benefit-stars,senior-management-stars,helpful-count,role,is_current_employee,year,month,quarter,earnings_this_quarter,stock_price,incomplete_review
7658,7659,google,none," Aug 25, 2010",Current Employee - Senior Web Developer,Working for about 5 years at Google,Famous place to work with the latest technology,Not happy with current boss. No free drink anymore. Less benefit,Hope they will hire more professional people,1.0,1.0,3.0,1.0,1.0,1.0,3,Senior Web Developer,1,2010,Aug,3,7.2860000000000005,240.86,1
7659,7660,google,none," Jul 22, 2010",Former Employee - Anonymous Employee,good place to work,"good on resume nice perks great environment and good weather great people to work with engineers are respected, unlike many other places","there are little opportunities for growth perks are nice, but it'd be better to be compensated as such work is not that interesting","projects need to be more specific and focused, and the evaluation of employees are more or less esoteric. promotion could be more clearly defined",2.0,3.0,3.0,3.0,3.0,3.5,3,Anonymous Employee,0,2010,Jul,3,7.2860000000000005,240.86,1
7660,7661,google,Bengaluru (India)," Jun 27, 2010",Current Employee - Anonymous Employee,google,The working environment and the opportunities in google is very good.In terms of the career advancement google is the best place.,the downside is that the work load at the google is very high and you should work hard to achieve the target.,The leadership is very good at google. The leadership is very supportive to the employees and may be one of the best leadership is present at google.,5.0,3.5,3.0,4.5,4.5,4.0,1,Anonymous Employee,1,2010,Jun,2,6.82,241.25,1
7661,7662,google,none," Jul 5, 2010",Former Employee - Business Development Manager,Good place to start,"Google is a good place to start work. There are many Opportunities to develop your skills, especially in the selling department.",Sometimes the management loses focus about the priorities and puts the wrong people forward for the wrong jobs. Having cool star trek names is not the only thing which makes a work place 'tick',Google needs to have more people who look into the conceptual side of things rather than all focussed on the 'doing' side of things.,3.0,2.0,3.0,4.0,3.5,3.5,0,Business Development Manager,0,2010,Jul,3,7.2860000000000005,240.86,1
7662,7663,google,"Dublin, Co. Dublin (Ireland)"," May 30, 2010",Former Employee - Accounts Payable Administrator,Fantastic Place To Work,"Great management and group of people to work for Free food with a gym also X Boxs, playstations and pool tables on every floor Great salary got promotion within 2 months",maybe try take on more permanent roles instead of temps,little bit more communication to new entrants on job specs,5.0,4.5,3.0,3.5,4.5,5.0,0,Accounts Payable Administrator,0,2010,May,2,6.82,241.25,1
7663,7664,google,Bengaluru (India)," May 26, 2010",Current Employee - Software Engineer II,Life vs Work,1. You get to work with smart people 2. You get to work on products that affect lot of people 3. You get a lot of things off the shelf available within google 4. Competetive pay packages & bonuses,1. Nothing that you learn at google can be reused 2. Lot of sucking up. You get tired of it. 3. Peers are arrogant,I think they are doing a really good job. They never pisses of the really good employees who stay at google and keep on producing amazing products.,3.0,4.0,3.0,2.0,4.0,4.0,3,Software Engineer II,1,2010,May,2,6.82,241.25,1
7664,7665,google,none," May 21, 2010",Former Employee - Anonymous Employee,"Great minds, food and tech, bad growth potential, hidden politics","Amazingly smart co-workers Incredible free perks (gourmet food, transportation, fitness facilties, campus) Bleeding edge tech with a culture of innovation",Egos Fiefdom building Not flat Little to no headroom if you have neither a PhD nor an MBA from an ivy league school Salaries,Stop hiring freshly minted MBAs with no life experience and pay attention to people who understand their area of expertise.,3.0,2.0,3.0,2.5,2.5,2.0,1,Anonymous Employee,0,2010,May,2,6.82,241.25,1
7665,7666,google,none," May 16, 2010",Former Employee - Software Engineer,A great place to work with a lot of perks,Treats employees really well. The Google brand name evokes respect. Learn from one of the most trafficked sites in the world. A big player in the Internet world,- Organizations are slow to move. - Promotion policies are bizarre,"Needs to stick to a plan, sometimes too many things going on at once.",4.0,4.0,3.0,5.0,5.0,4.5,0,Software Engineer,0,2010,May,2,6.82,241.25,1
7666,7667,google,none," May 13, 2010",Former Employee - Sales Analyst,"Google is a great place to work, but quickly becoming very corporate","Great, smart people. Fast paced, interesting problems Big impact.",It is becoming very corporate.,Put less emphasis on pedigree when hiring.,4.0,3.5,3.0,3.0,3.5,3.0,1,Sales Analyst,0,2010,May,2,6.82,241.25,1
7667,7668,google,none," May 12, 2010",Current Employee - Anonymous Employee,A good place to work,1) Creative work environment 2) Smart persons around you 3) Open communication 4) Easy sharing with colleagues within internal development network,"the company is going down the hill since 2008, and the compensation for the new employees is not impressive compared to competitors","Management is good so far, while changes in management are needed as the company has been expanding quickly since the inception.",4.0,4.0,3.0,4.0,4.0,4.0,0,Anonymous Employee,1,2010,May,2,6.82,241.25,1
7668,7669,google,none," Apr 24, 2010",Former Employee - Anonymous Employee,Impact few others can match!,"- Impact, impact, impact! Imagine what 'translate' alone can do for humanity - Does an amazing job of recruiting capable, motivated, and genuinely nice people (as painful as the process is) which results in a strong culture, the backbone of great companies - Strong operating principles and values",- Controlled chaos is sometimes not controlled - No meaningful people management or development (looks like things are changing now) - Functions outside of eng and prod have considerably less influence,"- Now that equity upside is limited, have clear career paths to motivate people - Don't scale back on the perks and quirks -- they make Google a special place, savings can and will be found elsewhere (Really need that Moffett campus? How about killing resource draining non strategic products?)",5.0,4.0,3.0,3.0,4.5,5.0,0,Anonymous Employee,0,2010,Apr,2,6.82,241.25,1
7669,7670,google,none," Apr 12, 2010",Former Employee - Anonymous Employee,Google Luster Has Faded,"Google has amazing scale for most of their operations, both in the technical and non-technical domains. There are opportunities to reach millions of people all over the world.","Unfortunately, the culture of the company has changed as the company has grown and it's obviously much harder for any given individual to make a significant impact. Furthermore, a lot of product decisions and strategies are still tightly controlled from the top, which is no longer scalable with an engineering force of more than 10,000. This leads to a large number of engineers working leisurely on products not essential to the core company strategy.","Performance and impact-based management is essential at this point. People need to be compensated and praised for working hard on impactful projects, but, conversely, under-performers who have been dragging down the work ethic and quality of engineering need to be aggressively managed.",4.0,4.5,3.0,4.0,4.0,3.0,3,Anonymous Employee,0,2010,Apr,2,6.82,241.25,1
7670,7671,google,none," Apr 5, 2010",Current Employee - Anonymous Employee,Love Google!,Great place to work for eng and PM and ability to create something amazing,lots of work but limited upside as compared to starting a company,focus on the stock price,5.0,5.0,3.0,5.0,5.0,5.0,0,Anonymous Employee,1,2010,Apr,2,6.82,241.25,1
7671,7672,google,none," Mar 22, 2010",Former Employee - Anonymous Employee,Good experience,"Co-workers are really smart. Overall folks are young, active, innovative, entrepreneurial, and very aggressive. The lunches, trips, dinner, massages, and shuttles only add to the overall quality of the experience.",Google is a larger company now and it's a bit harder to make an impact than it was when Google was just a start up.,I think Google is doing a great job overall in leading the company and they've shrewdly bought companies at the right time and brought their products to market in innovative ways.,5.0,5.0,3.0,5.0,5.0,5.0,3,Anonymous Employee,0,2010,Mar,1,6.775,261.15,1
